X,ISO1|tig00057289|6480-7863|+|,ISO1|2L_1|20248093-20249401|-|,ISO1|2L_1|20193357-20194686|-|,ISO1|2R_18|665527-668929|-|,ISO1|2L_1|20255613-20258690|-|,ISO1|2L_1|11365843-11368214|+|,ISO1|2R_21|21088229-21090148|+|,ISO1|2L_1|20193280-20193360|-|,ISO1|2L_1|20247585-20248096|-|,ISO1|2R_20|1275288-1276850|+|,ISO1|2L_1|20152818-20153306|-|,ISO1|2L_2|121852-122992|+|,ISO1|2R_20|1819963-1821059|-|,ISO1|2L_1|13650159-13651269|-|,ISO1|2L_1|20246960-20247585|-|,ISO1|2L_1|20153302-20154005|+|,ISO1|tig00057289|6095-6377|-|,ISO1|2L_1|20259992-20260192|+|,ISO1|2L_1|20260177-20260507|+|,ISO1|2L_1|20246641-20246968|-|
ISO1|tig00057289|6480-7863|+|,,0.0848045462,0.0730198469,0.0215924979,0.0323643554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ISO1|2L_1|20248093-20249401|-|,,,0.0139113731,0.0605132781,0.0602438006,0.0700140394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ISO1|2L_1|20193357-20194686|-|,,,,0.0546401285,0.0603791960,0.0537524436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ISO1|2R_18|665527-668929|-|,,,,,0.0167687394,0.0197406465,0.0216931162,0.0934504504,0.0444409720,0.0202199428,0.0165767246,0.0151328505,0.0222403591,0.0275423516,0.0670587113,0.0350004336,0.0551828238,0.0790434502,0.0906142063,0.0777965205
ISO1|2L_1|20255613-20258690|-|,,,,,,0.0051596497,0.0058439659,0.0934504504,0.0426795121,0.0252808609,0.0207784300,0.0210380603,0.0009165905,0.0063692705,0.0723588563,0.0331598036,0.0590764335,0.0902568147,0.0940211568,0.0811750028
ISO1|2L_1|11365843-11368214|+|,,,,,,,0.0036567241,0.0934504504,0.0486184665,0.0280715339,0.0271479429,0.0240962625,0.0018271108,0.0072431623,0.0723349362,0.0334703569,0.0590289966,0.0902172711,0.0940211568,0.0811750028
ISO1|2R_21|21088229-21090148|+|,,,,,,,,0.0934504504,0.0486604063,0.0295196968,0.0271333397,0.0259976330,0.0036588239,0.0090652849,0.0740949744,0.0364550154,0.0628643848,0.0958750286,0.0975422981,0.0846715205
ISO1|2L_1|20193280-20193360|-|,,,,,,,,,0.0790203867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ISO1|2L_1|20247585-20248096|-|,,,,,,,,,,0.0377881155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ISO1|2R_20|1275288-1276850|+|,,,,,,,,,,,0.0228870297,0.0195703275,0.0260223186,0.0322490507,0.0618193502,0.0275781808,0.0438502619,0.0680528408,0.0734776908,0.0607820209
ISO1|2L_1|20152818-20153306|-|,,,,,,,,,,,,0.0184062835,0.0210294150,0.0306424804,0.0578882288,0.0000000000,0.0000000000,NA,NA,NA
ISO1|2L_2|121852-122992|+|,,,,,,,,,,,,,0.0201415009,0.0275802401,0.0623123531,0.0290917899,0.0400766591,0.0628640039,0.0905246390,0.0777027666
ISO1|2R_20|1819963-1821059|-|,,,,,,,,,,,,,,0.0045802372,0.0703654889,0.0304949166,0.0540032753,0.0848628897,0.0940211568,0.0811750028
ISO1|2L_1|13650159-13651269|-|,,,,,,,,,,,,,,,0.0794438813,0.0343841997,0.0629049850,0.0902568147,0.0940211568,0.0811750028
ISO1|2L_1|20246960-20247585|-|,,,,,,,,,,,,,,,,0.0524230797,0.0920305951,0.0151520305,NA,NA
ISO1|2L_1|20153302-20154005|+|,,,,,,,,,,,,,,,,,0.0590764335,0.0358798482,0.0940211568,0.0811750028
ISO1|tig00057289|6095-6377|-|,,,,,,,,,,,,,,,,,,0.0859723764,NA,NA
ISO1|2L_1|20259992-20260192|+|,,,,,,,,,,,,,,,,,,,NA,NA
ISO1|2L_1|20260177-20260507|+|,,,,,,,,,,,,,,,,,,,,0.0155169211
ISO1|2L_1|20246641-20246968|-|,,,,,,,,,,,,,,,,,,,,
